,0,1,2
0,-11.21,0.7,1.0
1,-11.21,0.7,1.0
2,-11.31,0.7,1.0
3,-11.31,0.7,1.0
4,-11.409989796091905,0.6985714771617977,1.0
5,-11.409989796091905,0.6985714771617977,1.0
6,-11.509707476077935,0.6910625292858525,1.0
7,-11.509707476077935,0.6910625292858525,1.0
8,-11.607022807707345,0.6680467470949774,1.0
9,-11.607022807707345,0.6680467470949774,1.0
10,-11.69953956454435,0.6300908555317132,1.0
11,-11.69953956454435,0.6300908555317132,1.0
12,-11.784979676990114,0.5781294546147296,1.0
13,-11.784979676990114,0.5781294546147296,1.0
14,-11.861239325916742,0.5134420064846055,1.0
15,-11.861239325916742,0.5134420064846055,1.0
16,-11.926440745676397,0.4376213307996363,1.0
17,-11.926440745676397,0.4376213307996363,1.0
18,-11.978978460923491,0.35253438422958183,1.0
19,-11.978978460923491,0.35253438422958183,1.0
20,-12.00468963226219,0.291050670560406,1.0
21,-12.00468963226219,0.291050670560406,1.0
22,-12.00933948665604,0.27196699017198195,1.0
23,-12.00933948665604,0.27196699017198195,1.0
24,-12.007447748279784,0.2950079861945096,1.0
25,-12.007447748279784,0.2950079861945096,1.0
26,-12.012032877100076,0.35589779605206034,1.0
27,-12.012032877100076,0.35589779605206034,1.0
28,-12.033617798712964,0.44716316290045866,1.0
29,-12.033617798712964,0.44716316290045866,1.0
30,-12.071573690276228,0.5396799197374649,1.0
31,-12.071573690276228,0.5396799197374649,1.0
32,-12.123535091193212,0.6251200321832272,1.0
33,-12.123535091193212,0.6251200321832272,1.0
34,-12.188222539323336,0.7013796811098548,1.0
35,-12.188222539323336,0.7013796811098548,1.0
36,-12.264043215008305,0.7665811008695098,1.0
37,-12.264043215008305,0.7665811008695098,1.0
38,-12.34913016157836,0.8191188161166034,1.0
39,-12.34913016157836,0.8191188161166034,1.0
40,-12.44138825602156,0.857699173939072,1.0
41,-12.44138825602156,0.857699173939072,1.0
42,-12.538545797865652,0.8813721978864597,1.0
43,-12.538545797865652,0.8813721978864597,1.0
44,-12.63821044598304,0.8895549795429197,1.0
45,-12.63821044598304,0.8895549795429197,1.0
46,-12.73792812596907,0.8820460316669746,1.0
47,-12.73792812596907,0.8820460316669746,1.0
48,-12.83737978676344,0.8715881559151167,1.0
49,-12.83737978676344,0.8715881559151167,1.0
50,-12.937061030947138,0.8636100886059315,1.0
51,-12.937061030947138,0.8636100886059315,1.0
52,-13.036578049601768,0.8537936229438987,1.0
53,-13.036578049601768,0.8537936229438987,1.0
54,-12.956308841697538,0.8607533920711663,1.0
55,-12.956308841697538,0.8607533920711663,1.0
56,-12.905423992402818,0.8733983997828709,1.0
57,-12.905423992402818,0.8733983997828709,1.0
58,-12.997504826303112,0.8343968609898134,1.0
59,-12.997504826303112,0.8343968609898134,1.0
60,-12.943694952014214,0.8477687444635762,1.0
61,-12.943694952014214,0.8477687444635762,1.0
62,-12.913012008542246,0.8607647389547088,1.0
63,-12.913012008542246,0.8607647389547088,1.0
64,-12.997857989721007,0.807838757831886,1.0
65,-12.997857989721007,0.807838757831886,1.0
66,-12.965987169165661,0.8213378867125151,1.0
67,-12.965987169165661,0.8213378867125151,1.0
68,-12.952609661097968,0.8296826277317677,1.0
69,-12.952609661097968,0.8296826277317677,1.0
70,-12.965802197227218,0.8182325252633236,1.0
71,-12.965802197227218,0.8182325252633236,1.0
72,-12.993623161445898,0.7851290901625761,1.0
73,-12.993623161445898,0.7851290901625761,1.0
74,-13.02280510625717,0.7366475927430628,1.0
75,-13.02280510625717,0.7366475927430628,1.0
76,-13.050026288782307,0.6694233165784116,1.0
77,-13.050026288782307,0.6694233165784116,1.0
78,-13.068606748580159,0.589227000715955,1.0
79,-13.068606748580159,0.589227000715955,1.0
80,-13.075659946860988,0.48947604887081564,1.0
81,-13.075659946860988,0.48947604887081564,1.0
82,-13.06702182177772,0.3898498334702203,1.0
83,-13.06702182177772,0.3898498334702203,1.0
84,-13.042905072638199,0.29280148257778416,1.0
85,-13.042905072638199,0.29280148257778416,1.0
86,-13.081292488546847,0.3834324006782484,1.0
87,-13.081292488546847,0.3834324006782484,1.0
88,-13.057175739407326,0.2863840497858123,1.0
89,-13.057175739407326,0.2863840497858123,1.0
90,-13.095576550238226,0.3770465926797899,1.0
91,-13.095576550238226,0.3770465926797899,1.0
92,-13.071459801098705,0.2799982417873538,1.0
93,-13.071459801098705,0.2799982417873538,1.0
94,-13.109872667359632,0.3706892469954935,1.0
95,-13.109872667359632,0.3706892469954935,1.0
96,-13.08575591822011,0.27364089610305736,1.0
97,-13.08575591822011,0.27364089610305736,1.0
98,-13.124179634368062,0.36435751739394295,1.0
99,-13.124179634368062,0.36435751739394295,1.0
100,-13.10006288522854,0.2673091665015068,1.0
101,-13.10006288522854,0.2673091665015068,1.0
102,-13.138496366274815,0.3580488422668637,1.0
103,-13.138496366274815,0.3580488422668637,1.0
104,-13.114379617135294,0.26100049137442755,1.0
105,-13.114379617135294,0.26100049137442755,1.0
106,-13.152821886590058,0.35176091616680855,1.0
107,-13.152821886590058,0.35176091616680855,1.0
108,-13.128705137450536,0.2547125652743724,1.0
109,-13.128705137450536,0.2547125652743724,1.0
110,-13.167155316472941,0.34549166419107513,1.0
111,-13.167155316472941,0.34549166419107513,1.0
112,-13.14303856733342,0.248443313298639,1.0
113,-13.14303856733342,0.248443313298639,1.0
114,-13.181495864966701,0.3392392189272313,1.0
115,-13.181495864966701,0.3392392189272313,1.0
116,-13.15737911582718,0.24219086803479517,1.0
117,-13.15737911582718,0.24219086803479517,1.0
118,-13.195842820210249,0.33300189970408806,1.0
119,-13.195842820210249,0.33300189970408806,1.0
120,-13.171726071070728,0.23595354881165193,1.0
121,-13.171726071070728,0.23595354881165193,1.0
122,-13.210195541528607,0.3267781939175754,1.0
123,-13.210195541528607,0.3267781939175754,1.0
124,-13.186078792389086,0.22972984302513927,1.0
125,-13.186078792389086,0.22972984302513927,1.0
126,-13.224553452314296,0.32056674022403026,1.0
127,-13.224553452314296,0.32056674022403026,1.0
128,-13.200436703174775,0.22351838933159413,1.0
129,-13.200436703174775,0.22351838933159413,1.0
130,-13.238916033620582,0.31436631341415583,1.0
131,-13.238916033620582,0.31436631341415583,1.0
132,-13.21479928448106,0.2173179625217197,1.0
133,-13.21479928448106,0.2173179625217197,1.0
134,-13.253282818395403,0.30817581079958506,1.0
135,-13.253282818395403,0.30817581079958506,1.0
136,-13.229166069255882,0.21112745990714893,1.0
137,-13.229166069255882,0.21112745990714893,1.0
138,-13.267653386291908,0.3019942399607876,1.0
139,-13.267653386291908,0.3019942399607876,1.0
140,-13.243536637152387,0.20494588906835148,1.0
141,-13.243536637152387,0.20494588906835148,1.0
142,-13.282027358997926,0.2958207077201861,1.0
143,-13.282027358997926,0.2958207077201861,1.0
144,-13.257910609858405,0.19877235682774996,1.0
145,-13.257910609858405,0.19877235682774996,1.0
146,-13.296404396032507,0.289654410217961,1.0
147,-13.296404396032507,0.289654410217961,1.0
148,-13.272287646892986,0.19260605932552488,1.0
149,-13.272287646892986,0.19260605932552488,1.0
150,-13.310784190962796,0.28349462398027464,1.0
151,-13.310784190962796,0.28349462398027464,1.0
152,-13.286667441823274,0.1864462730878385,1.0
153,-13.286667441823274,0.1864462730878385,1.0
154,-13.358488423851107,0.27734069788067317,1.0
155,-13.358488423851107,0.27734069788067317,1.0
156,-13.76755710078609,0.5135119217217247,1.0
157,-13.76755710078609,0.5135119217217247,1.0
158,-13.895165341252461,0.5213969602414757,1.0
159,-13.895165341252461,0.5213969602414757,1.0
160,-13.84223936012964,0.4365509790627151,1.0
161,-13.84223936012964,0.4365509790627151,1.0
162,-13.776692149983555,0.36102904024977694,1.0
163,-13.776692149983555,0.36102904024977694,1.0
164,-13.700137700666726,0.29669074457918065,1.0
165,-13.700137700666726,0.29669074457918065,1.0
166,-13.614461036790983,0.2451203144168977,1.0
167,-13.614461036790983,0.2451203144168977,1.0
